hgnc_symbol	adipose	colon	heart	hypothalamus	kidney	liver	lung	ovary	skeletalmuscle	spleen	testes
AMMECR1L	1.51	0.93	2.046	1.346	1.796	1.099	1.441	2.006	1.139	2.476	2.592
AMN	0.047	0.347	0	0	0.119	0.026	0	0	0	0	0
AMN1	1.044	0.268	1.732	4.292	1.274	0.691	1.325	2.185	1.043	2.539	4.474
ZNF100	3.384	0.754	3.895	3.408	3.306	0.689	3.286	14.27	3.587	11.589	7.318
AMPD1	0.016	0.406	0	0	0.016	0	0.109	0.049	94.615	0.271	0.241
AMPD2	0.285	0.641	0.649	3.066	0.616	1.064	0.658	0.695	0.137	2.143	0.462
AMPH	0.385	0.253	0.539	13.469	0.283	0.013	0.233	0.22	0.516	0.945	0.374
AMT	0.336	2.069	0.793	0.797	2.077	2.353	0.775	0.922	0.254	0.406	0.703
AMY2B	0.337	0.307	0.257	0.661	0.91	0.13	0.531	0.441	0.561	0.559	0.396
AMZ1	0.008	0.082	0.038	0.275	0.084	0.028	0.09	0.235	0	0.219	0.06
ANAPC11	0.368	0.418	1.073	1.091	0.789	1.014	0.742	0.096	0.473	0.572	0.726
ANAPC11	0.321	0.309	0.468	1.324	0.425	0.752	0.493	0.084	0.121	0.444	0.479
ANAPC13	5.294	1.598	5.576	6.655	9.985	7.082	4.961	3.391	4.219	4.944	8.51
ANAPC13	4.481	1.352	4.719	5.633	8.451	6.08	4.199	2.87	3.571	4.185	7.203
ANAPC4	7.297	3.898	8.281	5.856	10.02	7.642	8.636	12.396	7.241	14.988	16.433
ANAPC5	3.98	2.961	3.378	5.021	4.176	5.146	2.499	1.928	3.531	4.817	4.535
ANAPC7	1.663	1.095	1.469	3.363	2.166	1.248	0.768	1.288	1.732	1.898	2.074
ANG	1.191	1.042	1.108	0.256	1.604	83.381	0.954	3.142	0.811	0.686	2.967
ANGPT2	1.958	0.478	3.849	0.827	0.693	0.531	1.367	2.647	3.837	3.041	1.61
ZNF107	1.29	0.874	2.446	2.229	3.966	0.48	3.938	9.581	0.968	19.007	6.092
ANGPTL2	10.856	2.93	4.88	2.026	1.09	0.295	1.06	4.507	5.777	7.166	1.607
ZNF114	0.25	0.07	0.262	0.464	0.319	0	0.154	0.435	0.111	0.46	0.32
ANGPTL7	0.312	0.942	2.274	0.085	1.558	0.072	0.189	0.24	3.885	0.306	0.659
ANK1	0.047	0.141	2.603	1.016	0.024	0	0.046	0.056	6.979	0.254	0.137
ANK1	0.045	0.133	2.636	1.058	0.023	0	0.051	0.052	7.262	0.247	0.129
ANK1	0.071	0.09	0.748	0.851	0.031	0	0.124	0.05	2.024	0.174	0.069
ANK1	0.068	0.085	0.683	0.91	0.03	0	0.135	0.047	1.957	0.165	0.069
ANK1	0.065	0.082	0.658	0.881	0.028	0	0.13	0.045	1.884	0.159	0.067
ANKDD1A	2.289	0.248	0.563	2.082	0.28	0.156	1.243	0.951	0.15	2.685	2.368
ANKFY1	2.807	2.06	1.493	3.333	2.262	2.885	1.05	2.414	1.583	3.377	1.617
ANKLE1	0.205	0.767	0.243	0.153	0.282	0.038	0.474	0.328	0.145	0.703	0.205
ANKRD10	1.575	1.237	1.554	1.412	1.977	1.25	1.766	0.924	3.262	3.298	1.1
ANKRD12	6.123	1.78	7.45	11.44	8.011	3.537	9.935	10.324	7.899	13.934	10.632
ANKRD13D	0.132	0.278	0.227	0.512	0.142	0.109	0.33	0.112	0.03	0.686	0.261
ANKRD17	7.458	5.365	11.318	12.589	10.549	8.254	7.791	10.981	10.523	13.045	10.438
ANKRD19	2.244	1.928	2.392	1.314	1.431	2.985	2.4	3.073	1.976	3.82	2.379
ANKRD24	0.182	0.083	0.005	0.979	0.212	0.292	0.056	0.057	0.039	0.101	0.261
ANKRD35	1.059	0.436	0.521	2.118	0.099	0.385	0.344	0.714	0.575	0.053	0.494
ZNF160	7.102	3.297	7.622	8.361	6.834	2.218	6.48	16.444	4.37	29.265	18.221
ANKRD37	0	0	0.04	0.041	0.06	0	0.091	0.144	0.119	0.027	0.05
ANKRD5	0.941	0.484	0.293	0.525	1.048	1.25	0.458	0.633	0.157	0.585	4.939
ANKRD50	2.408	1.238	2.926	4.903	2.38	1.837	3.249	5.831	0.577	2.134	5.95
ANKRD53	0.037	0.026	0.065	0	0.047	0	0.085	0.174	0.045	0.025	0.417
ANKRD54	0.179	0.376	0.146	0.518	0.48	0.138	0.152	0.347	0.087	0.136	0.467
ANKRD55	0.059	0.123	0.067	0.409	0.007	0.194	0.09	0.108	0.009	0.152	0.383
ANKRD56	0	0.528	0	0.752	0.8	1.692	0.126	0	0	0	0.038
ANKS1A	1.058	1.587	1.403	1.074	1.533	1.206	1.521	1.646	0.462	3.063	3.714
ANKZF1	1.467	2.702	1.663	1.645	2.847	1.084	2.157	1.497	1.69	3.2	2.487
ANO1	0.92	1.339	1.547	0.232	0.754	16.083	1.25	0.39	0.421	0.184	2.471
ANO1	0.909	1.343	1.827	0.189	0.841	17.496	1.428	0.444	0.523	0.264	3.148
ANO10	7.347	8.465	3.791	7.345	7.419	3.141	4.99	3.661	2.359	4.124	4.812
ANO6	21.981	5.288	12.635	5.593	11.696	12.514	14.155	21.191	12.97	9.597	12.457
ANO6	21.226	4.49	12.245	4.979	11.088	12.315	12.539	20.821	13.262	8.936	12.093
ANO6	21.572	4.718	12.858	5.109	11.436	12.584	13.59	21.117	13.316	9.485	12.512
ANO9	0.038	0.394	0	0.04	0.213	0	0.039	0.013	0	0.062	0
ANP32C	43.022	34.578	32.947	69.061	35.399	41.72	42.827	14.989	19.462	51.077	22.622
ANTXR1	5.214	6.846	6.571	8.742	1.589	0.223	6.534	23.975	3.824	5.641	7.179
ANTXR2	12.75	6.239	5.267	0.987	2.551	8.282	6.595	16.686	2.442	5.467	6.214
ANXA1	552.954	21.413	80.164	25.052	17.998	5.213	135.991	35.46	19.266	47.993	26.566
ANXA2	127.693	30.215	32.27	9.192	13.828	11.81	46.237	13.897	13.28	29.643	23.785
ANXA2P2	135.08	25.263	43.076	12.148	14.21	9.216	51.421	14.769	12.138	37.142	21.703
ANXA3	1.498	1.128	3.111	1.569	2.716	0.175	8.885	0.178	1.058	3.421	0.533
ANXA6	21.003	6.48	13.436	18.402	6.483	25.074	5.879	12.694	11.829	15.34	6.453
ANXA6	20.873	6.44	13.353	18.288	6.443	24.919	5.843	12.615	11.756	15.245	6.413
AOC2	0.625	0.199	0.058	0.088	0.143	0.031	0.066	0.104	0.163	0.344	0.206
AOC2	0.923	0.193	0.077	0.099	0.16	0.03	0.074	0.137	0.158	0.41	0.247
AOC3	7.554	1.31	0.482	0.047	0.516	0.111	3.116	0.329	0.232	0.252	0.425
AOX2P	0	0	0	0	0	0	0	0	0	0	0
AP1G1	3.914	3.027	4.492	6.33	9.574	6.898	5.131	4.138	4.689	7.246	6.936
AP1M1	0.952	0.678	1.107	2.139	1.714	2.152	0.662	0.948	1.004	1.54	1.436
AP1S2	1.383	0.552	9.235	3.137	0.975	0.302	2.227	1.271	3.643	4.805	3.139
AP1S3	0.073	0.122	0.037	0.066	0.361	0.081	0.127	0.115	0.028	0.26	0.157
AP2A1	1.595	1.411	2.291	4.277	1.643	2.466	2.034	1.839	2.955	2.649	4.675
AP2A2	3.795	3.17	2.803	9.44	3.744	4.002	3.023	2.152	1.556	7.229	3.482
AP2M1	33.447	23.886	38.648	96.608	30.271	31.142	21.027	19.619	11.446	34.409	29.91
AP2S1	0.71	0.795	0.673	1.611	0.884	1.357	0.655	0.173	0.373	0.556	0.344
AP3M1	2.586	1.449	2.923	3.17	2.387	2.987	1.675	2.646	1.778	3.898	3.178
AP3M1	2.524	1.478	2.864	3.13	2.347	2.923	1.64	2.582	1.736	3.805	3.102
AP3M2	1.581	1.45	1.305	10.355	2.349	0.32	2.047	1.68	0.794	2.104	4.051
AP3S1	9.629	4.927	8.229	16.226	3.841	6.946	6.004	7.423	2.502	8.727	8.188
AP3S2	4.41	2.88	4.53	6.911	4.527	5.368	1.866	2.612	4.21	2.987	3.64
APAF1	1.348	1.767	1.314	1.95	1.114	0.952	2.533	2.795	0.826	4.605	1.258
APBA1	0.441	0.547	0.396	11.216	0.434	1.464	0.245	0.928	0.149	1.311	0.526
APBA2	0.031	0.314	0.005	12.037	0.088	0.113	0.149	0.203	0	1.622	0.592
APBB1	0.403	1.148	1.828	12.19	0.926	0.123	0.962	0.851	0.934	0.961	1.223
APBB2	2.833	0.508	2.121	3.568	2.067	0.997	1.617	3.715	1.2	2.126	1.612
APBB2	2.831	0.508	2.12	3.582	2.066	0.997	1.616	3.712	1.199	2.125	1.61
APBB2	3.493	0.673	2.219	3.961	2.351	1.26	2.084	4.662	1.341	2.435	1.934
APBB2	3.474	0.668	2.202	3.935	2.339	1.251	2.08	4.635	1.331	2.439	1.933
APCDD1L	0.059	0.066	0.036	0.012	0.232	0.052	0.009	0.136	0	0.294	0.025
APEH	0.999	2.228	1.588	2.253	3.213	2.673	0.778	0.697	1.613	1.759	0.739
APEX1	4.294	3.339	3.071	6.07	4.695	4.763	2.974	5.945	3.39	6.119	2.614
APH1A	4.126	4.862	2.84	3.193	6.912	7.07	4.578	3.187	2.223	7.93	5.456
APH1B	1.445	0.337	1.232	2.648	1.19	0.503	1.644	2.163	0.647	4.477	4.583
API5	5.682	3.577	7.171	11.984	10.335	12.602	6.663	9.23	6.796	14.016	10.865
APLP1	0	0.178	0.342	24.899	0.045	0.017	0.058	0.047	0	0.062	0.102
APLP2	93.635	43.023	114.665	102.683	153.432	94.506	135.309	71.428	21.396	63.404	51.516
APLP2	94.249	43.259	110.451	103.375	149.037	93.449	131.346	69.24	20.888	62.004	49.794
APOA1BP	1.146	1.239	2.328	2.569	2.497	1.699	0.63	1.063	0.694	0.566	1.301
APOA2	0	1.033	5.045	0	1.45	1307.56	2.508	9.789	2.821	8.805	3.647
APOA5	0.038	0.013	0.058	0	0.086	19.533	0.059	0.02	0.058	0.079	0
APOBEC2	0.135	0.11	9.064	0.023	0.42	0.025	0.519	0.271	16.26	0.606	0.432
ZNF167	0.085	0.059	0.054	0.153	0.267	0	0.13	0.608	0.128	0.263	0.388
ZNF167	0.572	0.386	0.619	0.613	0.969	0.211	0.391	2.485	0.411	0.828	1.503
ZNF169	0.238	0.383	0.215	0.384	0.271	0.023	0.246	0.621	0.106	0.736	0.159
ZNF182	1.737	0.656	1.721	2.466	2.578	0.918	2.008	4.192	1.275	4.885	2.68
APOBEC3H	0	0.025	0.018	0.109	0.018	0	0.054	0.11	0.021	0.024	0.015
APOBEC3H	0	0.025	0.018	0.109	0.018	0	0.054	0.11	0.021	0.024	0.015
APOC3	0	0	0.49	0	0.417	27.44	0.159	0.36	0.626	0.095	0.265
APOL1	6.251	2.463	5.119	3.319	4.549	20.545	8.439	3.64	1.734	9.975	2.977
APOL1	6.21	2.57	5.061	3.283	4.496	20.412	8.329	3.592	1.772	9.867	2.953
APOL2	13.534	6.406	12.54	20.649	10.775	18.514	12.019	5.33	6.492	14.428	4.27
APOL3	14.228	3.604	11.355	2.615	5.825	6.668	18.123	5.542	9.389	27.31	6.433
APOL3	9.119	2.315	7.283	1.669	3.742	4.283	11.626	3.55	6.025	17.431	4.102
APOOL	1.782	0.62	4.261	3.069	3.04	3.568	1.716	1.89	2.359	1.461	1.679
APP	31.45	47.421	67.854	207.476	125.999	45.068	60.766	71.247	15.267	75.475	87.252
AQP4	0.014	1.4	1.59	136.929	0.34	0.103	21.882	0.473	2.756	0.183	0.196
AQP5	0	0	0	0	0	0	0.078	0	0	0	0.577
AQR	4.12	2.516	3.101	4.289	4.624	4.857	3.33	5.454	2.311	6.059	5.566
ARAP1	6.046	5.99	2.845	1.938	2.845	2.535	3.719	4.78	1.18	6.473	2.532
ARAP2	1.222	0.982	1.178	9.884	2.35	1.701	6.482	0.687	0.447	9.195	7.036
ARAP3	0.272	0.22	0.372	0.13	0.261	0.115	0.311	0.175	0.042	0.367	0.122
ZNF25	3.145	0.365	4.885	13.661	2.05	0.455	2.344	5.276	7.107	4.609	3.807
ARF1	7.928	6.438	11.745	13.693	10.76	11.211	8.961	5.161	7.428	13.399	9.586
ARF1	7.867	6.368	11.527	13.461	10.605	11.062	8.852	5.141	7.335	13.26	9.478
ARFGAP1	0.46	1.005	0.586	1.065	0.804	0.619	0.664	0.411	0.462	0.729	0.651
ARFGAP3	5.343	2.818	9.373	8.431	11.457	10.785	7.717	5.911	5.352	9.844	12.68
ARFGEF2	3.854	4.178	5.872	5.883	7.166	8.63	3.391	3.367	3.114	7.15	7.458
ARFIP1	2.392	1.769	2.092	2.215	3.648	2.476	2.292	2.849	1.181	4.097	3.761
ARFRP1	1.953	3.197	1.491	2.406	2.156	1.782	1.253	1.257	1.208	3.381	1.65
ARGFX	0.007	0.096	0.048	0.037	0.048	0.024	0.067	0.046	0.04	0.05	0.077
ZNF250	0.433	0.63	0.627	0.691	1.203	0.216	0.537	1.814	0.65	1.209	0.601
ARHGAP18	4.408	1.154	2.131	1.44	5.129	0.428	6.248	2.389	1.119	3.542	4.186
ARHGAP27	0.211	1.05	0.204	0.125	0.493	0.055	0.426	0.021	0.067	1.078	0.211
ARHGAP30	11.253	4.759	6.353	3.656	1.643	1.492	12.81	1.889	1.101	52.189	2.594
ZNF283	0.401	0.331	1.279	1.211	0.925	0.111	0.507	2.105	0.668	1.604	1.302
ZNF30	0.582	0.596	0.548	1.626	1.054	0.579	0.284	0.958	0.352	1.374	0.515
ARHGEF1	0.329	0.866	0.311	0.234	0.258	0.163	0.584	0.089	0.151	1.145	0.252
ARHGEF15	2.266	0.21	1.432	0.519	0.721	0.233	0.773	0.434	0.432	0.628	0.384
ARHGEF16	0.076	0.593	0	0.013	0.351	0.042	0.117	0.007	0	0	0.092
ARHGEF2	4.411	2.609	2.837	6.029	1.18	0.397	4.062	1.903	1.235	5.755	1.28
ARHGEF4	0.078	0.278	0.044	3.097	0.022	0	0.1	0.618	0.157	0.054	0.416
ZNF300	0.58	0.199	0.318	0.574	0.8	0.144	0.227	2.111	0.172	0.654	1.425
ARHGEF7	3.861	3.116	3.722	6.186	3.346	2.098	2.702	3.46	3.785	6.827	3.819
ARHGEF7	2.589	2.067	2.324	9.051	2.125	1.04	2.065	2.47	2.503	4.677	3.449
ARID1A	4.53	7.312	9.468	9.966	8.604	5.469	7.955	14.005	8.092	19.029	9.687
ARID3A	0.693	0.641	0.358	0.324	0.541	0.087	1.055	0.185	0.198	0.886	0.486
ARID4A	4.601	1.806	4.346	6.2	4.164	3.113	5.639	6.346	2.244	8.257	4.925
ARL13A	0.144	0.369	0.049	0.148	0.29	0.106	0.35	0.35	0.304	0.778	1.267
ARL13B	0.539	0.244	0.873	0.893	1.311	0.645	1.936	0.629	0.238	1.298	1.252
ARL15	1.699	0.952	1.77	2.088	2.648	0.913	1.977	1.267	0.59	3.075	3.873
ARL17A	0.703	1.731	1.209	0.661	1.832	0.23	1.366	2.569	1.286	3.54	1.368
ARL17B	0	0	0	0	0	0	0	0	0	0	0
ARL2	5.82	3.392	4.251	8.368	4.531	0.58	2.599	1.356	4.025	2.856	3.223
ARL5A	2.157	1.042	5.936	3.749	3.892	3.73	4.434	2.666	3.652	4.397	3.173
ARL6IP4	21.662	16.978	33.931	29.336	20.86	21.231	18.774	26.48	26.716	31.71	20.43
ARMC1	2.31	1.608	3.546	5.226	3.836	2.978	2.151	4.332	3.632	4.234	3.738
ARMC10	3.616	1.899	5.498	8.877	5.729	5.859	4.643	8.96	2.405	7.032	7.155
ARMC10	3.302	1.722	4.956	8.031	5.26	5.313	4.208	8.153	2.22	6.399	6.592
ARMC4	0.01	0.014	0.016	0.18	0.047	0	0.664	0.452	0.025	0.014	3.82
ARMC5	0.081	0.242	0.083	0.608	0.19	0.459	0.055	0.255	0.197	0.225	0.191
ARMCX2	0.671	0.524	1.488	3.131	1.35	0.071	0.735	1.392	0.391	1.223	0.855
ARMCX5	0.632	0.895	0.802	2.014	1.492	1.44	1.025	1.381	0.424	1.131	1.508
ARNTL	2.208	0.906	2.381	2.979	2.322	5.578	2.241	2.153	3.528	3.523	2.616
ARPC2	27.319	12.62	26.509	26.765	18.344	15.113	26.982	14.498	14.195	53.022	17.539
ARPC4	29.716	24.492	24.281	42.635	26.71	22.898	25.831	19.386	13.854	55.567	24.334
ZNF34	2.087	1.555	2.206	3.094	2.146	1.047	2.277	4.518	2.241	2.244	3.582
ATP5O	31.481	25.651	129.892	54.155	47.342	38.05	18.853	30.87	56.589	30.089	23.834
ZNF391	2.922	0.789	1.203	4.891	1.975	0	0.991	5.381	0.599	2.068	4.598
ZNF397OS	1.255	1.288	2.087	2.099	2.508	0.458	0.808	2.085	1.576	2.45	2.183
ARRDC2	3.286	1.52	1.341	3.103	0.859	0.664	3.6	0.484	8.467	3.338	0.877
ARSA	0.277	0.263	0.11	0.286	0.529	0.262	0.152	0.01	0.024	0.328	0.118
ARSA	0.27	0.257	0.108	0.279	0.517	0.256	0.149	0.01	0.023	0.321	0.115
ARSA	0.264	0.251	0.105	0.272	0.504	0.249	0.145	0.01	0.023	0.313	0.113
ARSB	1.052	0.538	1.603	1.123	2.825	0.861	0.875	0.763	0.465	1.18	0.754
ARSH	0	0	0	0	0.011	0	0	0	0	0	0
ARSJ	0.165	0.544	0.849	0.332	1.954	0.251	1.304	0.481	0.152	0.071	0.272
ART5	0	0.017	0.447	0.101	0.111	0	0.151	1.779	2.859	0	3.615
ARTN	0	0.04	0	0.117	0.019	0	0	0.01	0	0.013	0
AS3MT	0.491	0.48	3.621	1.291	2.579	5.175	0.676	1.324	0.658	5.097	3.059
ASAH2	0.048	0.211	0.105	0.279	0.241	0.403	0.037	0.133	0.144	0.121	0.719
ASAH2	0.046	0.202	0.1	0.267	0.23	0.386	0.035	0.127	0.138	0.116	0.688
ZNF416	0.556	0.359	0.49	1.253	0.783	0.21	0.394	1.401	0.727	1.356	1.144
ASAP1	7.7	3.005	11.135	12.555	4.824	2.682	12.402	10.968	4.144	23.764	14.828
ASAP2	3.736	4.288	2.538	3.855	8.319	0.602	2.691	2.714	1.069	0.79	6.59
ASAP3	0.489	0.791	1.291	1.202	1.19	0.765	0.581	1.605	1.077	0.148	0.699
ASB12	0	0.072	0.105	0	0.052	0	0	0	0.686	0.048	0
ASB13	0.214	0.888	0.232	0.544	1.497	2.045	0.285	0.522	0.181	0.71	0.292
ASB13	0.202	0.839	0.219	0.514	1.496	1.961	0.269	0.493	0.171	0.698	0.276
ASB17	0	0	0	0	0.018	0	0	0	0.107	0	1.504
ZNF419	0.923	0.783	0.855	2.156	1.031	0.447	1.109	1.695	0.667	2.072	1.252
ASB4	0.029	0	0.102	0.266	0.058	0	0.022	0.015	1.285	0	0.037
ASB9	0.151	0.151	0.033	0.022	0.6	0.62	0.216	0.136	0.105	1.121	2.031
ASCC3	2.68	1.338	4.209	3.958	2.879	5.87	3.214	3.834	2.516	6.787	5.722
ASIP	0	0	2.809	0.065	0.063	0.347	0	1.777	0.038	0	0.295
ASMT	0	0.019	0.042	0.085	0.014	0.03	0.021	0.043	0.033	0.095	0.082
ASNA1	1.434	0.663	1.384	3.108	2.607	1.044	0.861	1.051	1.147	1.766	1.519
ASPH	35.658	3.036	7.67	12.369	6.261	4.161	7.553	4.174	4.28	5.831	2.935
ASPH	24.032	2.12	11.565	5.389	4.234	2.436	7.781	4.358	41.431	5.571	3.3
ASPH	77.852	5.333	15.141	14.043	10.825	8.794	13.564	9.646	4.999	10.569	6.21
ASPH	53.937	3.534	12.367	10.395	8.998	6.213	10.732	6.953	3.539	8.555	4.311
ASPH	74.734	5.117	14.532	13.523	10.371	8.481	13.037	9.24	4.738	10.134	5.959
ASPHD2	0.033	0.023	0.039	1.167	0.196	0	0.026	0.058	0.007	0.46	0.279
ZNF420	1.704	0.934	1.938	3.581	2.732	0.872	1.625	6.618	2.169	3.545	4.584
ASS1	5.263	2.203	2.505	1.952	32.275	28.536	1.55	1.646	1.021	0.953	2.353
ASXL3	0.149	0.38	0.259	0.982	0.684	0.095	0.155	2.685	0.035	0.03	1.094
ASZ1	0	0	0.006	0	0.006	0	0.01	0	0	0	3.321
ATE1	2.693	2.747	6.414	10.48	6.513	6.382	3.414	4.584	7.631	5.598	6.574
ATF3	15.186	1.689	13.405	4.688	4.4	4.91	20.022	5.056	4.099	2.432	4.253
ATF4	8.699	5.189	5.67	4.816	2.742	6.752	3.604	1.9	4.069	3.542	1.706
ATF7IP	9.06	3.934	5.803	6.942	5.275	4.494	5.03	9.571	8.683	13.261	10.81
ATG2A	0.15	0.222	0.167	0.345	0.308	0.445	0.39	0.172	0.265	0.387	0.332
ATG4B	0.33	0.657	0.328	0.798	0.506	0.392	0.341	0.245	0.315	0.456	0.655
ATG4D	0.097	0.393	0.216	0.2	0.46	0.321	0.074	0.071	0.223	0.04	0.215
ATG5	2.388	1.046	3.069	3.037	3.807	2.91	3.805	3.571	2.79	4.979	4.617
ATL1	0.457	0.429	0.49	13.963	0.764	0.115	0.331	1.482	0.174	0.668	0.92
ATL2	1.862	2.793	3.549	4.216	5.509	5.888	3.923	8.501	9.048	6.92	4.938
ATM	4.397	2.647	4.633	4.065	4.329	2.875	5.66	7.934	2.495	17.112	5.096
ATOH7	0	0	0	0.334	0.176	0	0	0	0	0	0.064
ATOH8	0.1	0.118	0.363	0.103	0.082	0.228	0.289	0.2	0.156	0.087	0.045
ATOX1	12.465	7.415	12.962	25.105	26.731	22.535	10.57	5.265	3.82	18.539	7.087
ATP10A	0.253	0.182	0.182	0.181	0.368	0.039	0.416	0.037	0.004	0.087	0.114
ATP12A	0	0	0	0.043	0.671	0	0.436	0.005	0	0	0.167
ATP13A1	0.352	0.799	0.415	1	0.657	0.692	0.475	0.572	0.294	0.979	0.897
ATP13A2	0.109	0.306	0.222	1.733	0.321	0.132	0.206	0.125	0.078	0.694	0.102
ATP13A2	0.101	0.297	0.206	1.685	0.312	0.122	0.192	0.135	0.073	0.67	0.095
ATP13A2	0.101	0.296	0.205	1.678	0.311	0.122	0.191	0.135	0.072	0.667	0.094
ATP1A2	8.737	7.467	16.058	77.224	0.435	0.126	0.891	1.634	101.224	0.279	3.174
ATP1B4	0.028	0.013	0.637	0.01	0.024	0	0	0.01	10.625	0.013	0.089
ATP2A1	0.21	0.169	0.005	0.087	0.08	0	0.065	0.154	130.966	0.058	0.269
ATP2A1	0.208	0.233	0.005	0.086	0.1	0	0.072	0.174	129.492	0.072	0.319
ATP2B2	0.012	0.132	0.006	8.088	0.021	1.514	0.003	0.032	0.3	0.043	0.042
ATP2B3	0.017	0.064	0.006	3.199	0.012	0	0	0	0	0.008	0.029
ATP2B4	22.093	18.756	24.767	21.499	4.225	5.337	11.312	12.361	1.918	6.831	16.69
ATP2C1	8.417	3.274	10.763	15.981	11.647	7.193	10.942	8.176	4.282	9.845	13.907
ATP2C1	8.345	3.246	10.671	15.843	11.547	7.131	10.848	8.105	4.245	9.761	13.788
ATP2C1	7.166	2.566	9.809	13.038	10.334	5.983	9.57	7.791	3.716	9.006	12.202
ATP4B	0	0	0	0	0.062	0	0	0	0	0	0
ATP5G1	1.084	1.429	1.521	1.25	1.094	0.703	0.196	0	0.425	0.617	0.109
ATP5G1	0.966	1.513	1.356	1.114	0.976	0.627	0.175	0	0.379	0.55	0.097
ATP5G3	3.854	2.962	4.274	7.782	5.937	6.248	3.682	0.976	1.593	2.627	1.301
ATP5J	118.592	54.692	418.458	178.173	99.931	224.047	29.823	58.423	129.801	59.535	49.273
ATP5J2	7.121	5.247	13.106	10.487	14.233	8.266	6.448	2.368	7.458	8.208	11.627
ATP5L	54.339	64.613	207.43	73.655	97.61	64.524	64.7	52.541	57.79	73.887	36.099
ATP5S	1.369	0.277	3.341	3.124	3.309	1.801	1.316	1.446	2.949	2.84	2.675
ATP5S	1.289	0.328	3.069	3.071	3.136	1.784	1.316	1.385	3.023	2.658	2.702
ATP5SL	2.058	2.431	3.713	3.479	3.318	4.568	2.46	1.103	1.472	2.109	1.377
ATP5SL	1.784	2.153	3.253	3.017	2.909	4.104	2.133	0.956	1.289	1.888	1.194
ATP6AP1L	0	0.068	0.123	0.55	0.049	0.214	0.224	0.583	0.616	0.436	0.372
ATP6V0A2	1.337	1.404	1.762	1.327	2.098	2.162	1.706	1.407	1.639	3.499	2.904
ATP6V0A4	0	0	0	0.187	15.509	0	0.065	0.013	0.007	0	0.072
ATP6V0B	0.359	0.78	0.638	2.595	1.506	1.07	0.608	0.301	0.5	0.87	0.675
ATP6V1B1	0	0	0.01	0.02	2.916	0	0.015	0.05	0	0	0
ATP6V1C2	0.095	0.108	0.102	0.049	1.895	0.052	0.173	0.068	0.007	0.131	0.318
ATP6V1G3	0	0	0	0.12	7.598	0	0	0	0	0	0
ATP8A2	0.029	0.17	0.048	7.342	0.089	0	0.305	0.157	0.058	0.046	1.548
ATP8B2	0.194	0.424	0.823	0.175	0.269	0.134	0.614	0.849	0	0.937	1.085
ATP8B2	0.552	0.834	1.429	0.886	0.605	0.228	1.109	1.942	0.3	2.068	2.683
ATPAF1	3.682	2.466	16.226	11.507	6.834	5.897	1.977	3.364	5.817	3.321	4.197
ATPAF2	0.946	1.143	1.285	1.001	2.15	1.671	0.874	0.334	1.304	1.44	0.808
ZNF48	0.4	0.56	0.338	1.256	0.269	0.386	0.09	0.235	0.212	0.369	0.377
ZNF735	0	0	0	0	0	0	0	0	0	0	0.368
ATRIP	0.408	0.413	0.637	0.749	0.519	0.501	0.337	0.91	0.513	0.701	1.97
ATRIP	0.395	0.4	0.617	0.725	0.51	0.484	0.326	0.881	0.496	0.678	1.906
ATRNL1	0.034	0.403	0.48	14.862	0.76	0.079	0.055	4.816	0.163	0.16	1.826
ATRX	18.778	4.344	23.967	28.683	18.28	7.265	16.872	29.904	15.181	26.323	16.982
ATRX	19.105	4.392	24.233	29.247	18.505	7.419	17.165	30.567	15.337	26.884	17.325
ATXN10	1.814	1.23	4.855	8.334	4.108	4.352	2.53	5.365	2.602	4.63	4.289
ATXN1L	2.695	1.952	2.081	2.093	3.359	1.291	1.843	2.02	1	2.795	2.306
ATXN3	0.659	0.364	0.697	0.68	0.797	0.3	0.897	1.515	0.34	1.505	1.34
ATXN3	0.66	0.361	0.692	0.681	0.827	0.298	0.895	1.517	0.342	1.494	1.33
ATXN3	0.652	0.36	0.692	0.691	0.788	0.297	0.888	1.499	0.337	1.489	1.325
ATXN3	1.207	0.523	1.091	1.348	1.126	0.461	1.259	2.331	0.488	2.088	2.285
ATXN3	1.204	0.52	1.083	1.345	1.154	0.458	1.254	2.327	0.488	2.073	2.268
ATXN3	1.191	0.514	1.074	1.348	1.141	0.453	1.241	2.302	0.483	2.051	2.245
ATXN3	1.848	0.675	1.639	2.313	1.541	0.585	1.874	3.224	0.75	2.734	3.089
ATXN3	1.365	0.59	1.464	1.522	1.518	0.492	1.571	2.846	0.77	2.63	2.398
ATXN3	1.866	0.737	1.82	2.116	1.819	0.64	1.903	3.593	0.903	3.166	3.267
ATXN3	1.849	0.728	1.803	2.119	1.802	0.636	1.89	3.542	0.894	3.146	3.246
ATXN3	2.45	0.869	2.338	3.005	2.17	0.753	2.463	4.414	1.149	3.764	4.039
ATXN3	1.848	0.73	1.805	2.112	1.801	0.634	1.884	3.558	0.895	3.135	3.235
ATXN8OS	0	0	0	0.438	0	0.028	0.019	0	0	0	0.032
ZNF77	0.504	1.034	0.685	2.359	1.091	0.298	0.969	1.686	0.981	1.033	1.245
ZNF83	9.329	2.075	8.483	5.966	15.425	0.745	11.753	17.778	2.258	17.478	12.619
AURKAIP1	6.648	7.315	8.173	8.026	7.649	11.625	2.574	1.514	6.053	4.535	5.292
AURKB	1.426	3.994	0.392	0.215	0.015	0	0.754	0.233	0.054	1.705	0.076
