Gene	Module	kME
PDCD7	P1_I2_M3	0.85
FETUB	P1_I2_M6	0.99
THPO	P1_I2_M1	0.95
FLT3LG	P1_I2_M5	0.86
RAB11FIP3	P1_I2_M13	0.85
USP48	P1_I2_M3	0.82
GLG1	P1_I2_M3	0.87
KIF4A	P1_I2_M1	0.92
DLL3	P1_I2_M4	0.95
PITPNM2	P1_I2_M1	0.8
EXOC1	P1_I2_M3	0.86
POU4F3	P1_I2_M1	0.99
NLRC4	P1_I2_M1	0.87
PUS7	P1_I2_M1	0.84
LAMB4	P1_I2_M9	0.94
NRCAM	P1_I2_M4	0.94
LAMB1	P1_I2_M11	0.82
SLC26A3	P1_I2_M21	0.93
WDR7	P1_I2_M4	0.87
RAPGEF4	P1_I2_M4	0.92
SMPX	P1_I2_M19	0.93
TF	P1_I2_M6	0.98
MYO15A	P1_I2_M1	0.97
APOH	P1_I2_M6	0.99
ORC6	P1_I2_M1	0.9
ZFHX4	P1_I2_M1	0.93
SLC17A6	P1_I2_M1	0.98
CPA1	P1_I2_M24	1.0
RGS17	P1_I2_M1	0.97
PPP2R3C	P1_I2_M2	0.93
JPH4	P1_I2_M4	0.89
MYH7	P1_I2_M8	0.95
SLC7A8	P1_I2_M7	0.94
OSGEP	P1_I2_M1	0.84
SLC22A17	P1_I2_M4	0.96
SCFD1	P1_I2_M3	0.85
G2E3	P1_I2_M2	0.99
RPGRIP1	P1_I2_M2	0.98
SUPT16H	P1_I2_M3	0.91
TOX4	P1_I2_M3	0.89
GEMIN2	P1_I2_M1	0.86
TGM1	P1_I2_M17	0.99
TINF2	P1_I2_M7	0.94
DAZL	P1_I2_M2	0.97
TBL1Y	P1_I2_M1	0.99
TRPM7	P1_I2_M7	0.97
COL9A3	P1_I2_M1	0.82
AGO1	P1_I2_M1	0.84
CLSPN	P1_I2_M1	0.93
MFSD11	P1_I2_M3	0.81
DPYSL2	P1_I2_M4	0.92
GPATCH2	P1_I2_M1	0.88
CDC45	P1_I2_M2	0.85
OR1I1	P1_I2_M1	0.99
KRT31	P1_I2_M1	0.89
CDC23	P1_I2_M3	0.89
AAAS	P1_I2_M3	0.84
NXPE1	P1_I2_M21	0.97
PSMD5	P1_I2_M3	0.82
PTGS1	P1_I2_M9	0.8
NUP188	P1_I2_M2	0.94
PDE6C	P1_I2_M1	0.99
SEMA4G	P1_I2_M21	0.82
TLL2	P1_I2_M1	0.99
CYP26A1	P1_I2_M1	0.93
TDRD1	P1_I2_M2	0.92
IL11	P1_I2_M1	0.96
MYO3A	P1_I2_M1	0.99
WAC	P1_I2_M3	0.87
SMIM24	P1_I2_M12	0.8
PGC	P1_I2_M22	0.98
EFHC1	P1_I2_M18	0.94
NCR2	P1_I2_M1	0.99
CDC5L	P1_I2_M3	0.86
ZNF184	P1_I2_M1	0.89
DSP	P1_I2_M9	0.94
HNRNPH3	P1_I2_M3	0.83
IFT74	P1_I2_M2	0.87
IL12RB1	P1_I2_M5	0.92
SYDE2	P1_I2_M1	0.96
ERMP1	P1_I2_M7	0.94
MAST3	P1_I2_M4	0.89
MZF1	P1_I2_M1	0.8
MYO9B	P1_I2_M5	0.86
CATSPERG	P1_I2_M2	0.98
STX1B	P1_I2_M4	0.99
MAGEB2	P1_I2_M2	0.98
EFNA2	P1_I2_M1	0.89
ATP5D	P1_I2_M8	0.91
CBARP	P1_I2_M1	0.98
PCDH11Y	P1_I2_M1	0.99
AMELY	P1_I2_M1	0.99
MISP	P1_I2_M10	0.96
POLRMT	P1_I2_M2	0.92
CDHR5	P1_I2_M10	0.9
IZUMO4	P1_I2_M2	0.94
PALM	P1_I2_M4	0.89
MADCAM1	P1_I2_M1	0.82
ARVCF	P1_I2_M1	0.95
KLHL22	P1_I2_M3	0.87
SERPIND1	P1_I2_M6	0.99
SNAP29	P1_I2_M2	0.9
CECR2	P1_I2_M1	0.94
SMARCB1	P1_I2_M3	0.83
P2RX6	P1_I2_M1	0.98
SLC7A4	P1_I2_M1	0.84
BCL2L13	P1_I2_M7	0.85
DDTL	P1_I2_M1	0.97
DDT	P1_I2_M6	0.84
OSM	P1_I2_M14	0.97
SUSD2	P1_I2_M23	0.94
SF3A1	P1_I2_M3	0.84
SEC14L3	P1_I2_M1	0.98
UPB1	P1_I2_M6	0.97
YPEL1	P1_I2_M2	0.9
PES1	P1_I2_M3	0.9
SLC35E4	P1_I2_M1	0.91
CRYBB3	P1_I2_M1	0.99
CYTH4	P1_I2_M5	0.92
DGCR14	P1_I2_M1	0.99
MFNG	P1_I2_M5	0.94
CARD10	P1_I2_M10	0.88
LRP5L	P1_I2_M1	0.93
PLA2G3	P1_I2_M1	0.93
GGA1	P1_I2_M2	0.9
SEZ6L	P1_I2_M4	0.98
LGALS1	P1_I2_M16	0.89
SRRD	P1_I2_M1	0.85
GGTLC2	P1_I2_M1	0.99
CRYBB1	P1_I2_M1	0.93
CCDC134	P1_I2_M1	0.84
DEPDC5	P1_I2_M1	0.89
PICK1	P1_I2_M7	0.82
SLC16A8	P1_I2_M1	0.98
3-Sep	P1_I2_M4	0.98
SLC5A1	P1_I2_M10	0.92
CYP2D6	P1_I2_M1	0.86
DMC1	P1_I2_M1	0.86
TCF20	P1_I2_M1	1.0
HSCB	P1_I2_M1	0.81
TIMP3	P1_I2_M11	0.82
C22orf31	P1_I2_M1	0.95
MIOX	P1_I2_M13	0.97
RHBDD3	P1_I2_M1	0.96
CHKB	P1_I2_M1	0.87
APOBEC3H	P1_I2_M1	0.96
PDGFB	P1_I2_M11	0.87
ACR	P1_I2_M2	0.99
CABP7	P1_I2_M1	0.98
RPL3	P1_I2_M15	0.95
RBFOX2	P1_I2_M16	0.81
SYNGR1	P1_I2_M4	0.82
PNPLA5	P1_I2_M1	0.99
CACNA1I	P1_I2_M1	0.98
SAMM50	P1_I2_M7	0.9
EIF3D	P1_I2_M15	0.86
PVALB	P1_I2_M7	0.94
NCF4	P1_I2_M14	0.86
CSF2RB	P1_I2_M5	0.82
IL2RB	P1_I2_M5	0.82
L3MBTL2	P1_I2_M3	0.86
TRMU	P1_I2_M1	0.86
BRD1	P1_I2_M2	0.95
ZBED4	P1_I2_M1	0.95
MLC1	P1_I2_M4	0.97
HDAC10	P1_I2_M1	0.91
KCNK10	P1_I2_M1	0.96
CTSG	P1_I2_M14	0.95
GZMB	P1_I2_M5	0.93
RBM23	P1_I2_M3	0.88
PRMT5	P1_I2_M3	0.87
POLE2	P1_I2_M1	0.91
VCPKMT	P1_I2_M1	0.98
SOS2	P1_I2_M7	0.88
NIN	P1_I2_M5	0.9
TRIM9	P1_I2_M4	0.98
DDHD1	P1_I2_M2	0.91
CDKN3	P1_I2_M2	0.93
PIGH	P1_I2_M7	0.89
LRRC74A	P1_I2_M1	0.99
GSTZ1	P1_I2_M6	0.87
ISM2	P1_I2_M11	0.99
ALKBH1	P1_I2_M1	0.98
CHGA	P1_I2_M7	0.93
ASB2	P1_I2_M8	0.93
CEP128	P1_I2_M1	0.96
SLC10A1	P1_I2_M6	1.0
SERPINA4	P1_I2_M6	0.94
SLC8A3	P1_I2_M1	0.88
DICER1	P1_I2_M3	0.9
MTHFD1	P1_I2_M6	0.93
ZC3H14	P1_I2_M2	0.9
TELO2	P1_I2_M1	0.82
RPS6KA5	P1_I2_M1	0.86
YY1	P1_I2_M3	0.86
ACIN1	P1_I2_M3	0.89
CPNE6	P1_I2_M4	0.92
NFATC4	P1_I2_M16	0.82
PLTP	P1_I2_M11	0.83
MMP9	P1_I2_M14	0.89
VSX1	P1_I2_M1	0.99
TRPC4AP	P1_I2_M3	0.83
GINS1	P1_I2_M1	0.91
R3HDML	P1_I2_M1	0.98
HNF4A	P1_I2_M10	0.89
SLA2	P1_I2_M1	0.85
STK4	P1_I2_M5	0.96
SALL4	P1_I2_M1	0.98
ADNP	P1_I2_M3	0.94
PFDN4	P1_I2_M1	0.91
RAE1	P1_I2_M2	0.94
TPD52L2	P1_I2_M16	0.8
DNAJC5	P1_I2_M4	0.89
TUBB1	P1_I2_M1	0.97
HRH3	P1_I2_M1	0.95
SLCO4A1	P1_I2_M1	0.89
NTSR1	P1_I2_M1	0.99
MRGBP	P1_I2_M2	0.99
TCFL5	P1_I2_M2	0.96
DIDO1	P1_I2_M3	0.84
SLC17A9	P1_I2_M1	0.87
BIRC7	P1_I2_M1	0.95
NKAIN4	P1_I2_M4	0.98
AVP	P1_I2_M1	0.99
COL20A1	P1_I2_M1	0.9
CHRNA4	P1_I2_M1	0.87
EEF1A2	P1_I2_M8	0.94
GMEB2	P1_I2_M1	0.89
SPEF1	P1_I2_M1	0.9
NDUFAF5	P1_I2_M1	0.96
SEL1L2	P1_I2_M1	0.95
SLC52A3	P1_I2_M2	0.92
ANGPT4	P1_I2_M1	0.97
RSPO4	P1_I2_M1	0.97
PROKR2	P1_I2_M1	0.99
MYLK2	P1_I2_M8	0.98
HAO1	P1_I2_M6	1.0
PDYN	P1_I2_M4	0.97
CRNKL1	P1_I2_M3	0.85
PAK5	P1_I2_M1	0.92
KIF3B	P1_I2_M7	0.84
MROH8	P1_I2_M2	0.96
OXT	P1_I2_M1	0.98
BPI	P1_I2_M14	0.96
CST9L	P1_I2_M2	0.97
SLC32A1	P1_I2_M1	0.9
CST4	P1_I2_M25	1.0
ACTR5	P1_I2_M1	0.9
EPPIN	P1_I2_M12	0.95
DHX35	P1_I2_M1	0.85
MAP1LC3A	P1_I2_M4	0.89
TNNC2	P1_I2_M8	0.96
CELF4	P1_I2_M4	0.99
ADNP2	P1_I2_M2	0.84
SMCHD1	P1_I2_M5	0.81
MYOM1	P1_I2_M19	0.87
MYL12A	P1_I2_M19	0.91
CEP76	P1_I2_M1	0.94
ST8SIA5	P1_I2_M1	0.93
CEP192	P1_I2_M1	0.86
LAMA1	P1_I2_M1	0.96
RNF125	P1_I2_M1	0.84
H2BFM	P1_I2_M1	0.99
VSIG1	P1_I2_M22	0.9
PSMD10	P1_I2_M3	0.86
GPR143	P1_I2_M1	0.9
POLA1	P1_I2_M1	0.93
NKAP	P1_I2_M1	0.98
RHOXF1	P1_I2_M1	0.93
NXT2	P1_I2_M2	0.93
GUCY2F	P1_I2_M1	0.99
AMMECR1	P1_I2_M1	0.91
SUV39H1	P1_I2_M1	0.89
GLRA2	P1_I2_M1	0.97
F9	P1_I2_M6	0.99
CACNA1F	P1_I2_M1	0.99
SYP	P1_I2_M4	0.96
BMX	P1_I2_M12	0.99
LUZP4	P1_I2_M1	0.93
MTMR8	P1_I2_M1	0.98
ASB9	P1_I2_M2	0.9
ZC3H12B	P1_I2_M1	0.99
PPP1R2P9	P1_I2_M2	0.99
KCND1	P1_I2_M1	0.98
OPN1LW	P1_I2_M1	0.99
SLC25A14	P1_I2_M1	0.84
SCML2	P1_I2_M1	0.89
RS1	P1_I2_M1	0.99
RAB40AL	P1_I2_M1	0.99
PHEX	P1_I2_M1	0.98
CD99L2	P1_I2_M4	0.85
GPR50	P1_I2_M1	0.99
USP11	P1_I2_M4	0.82
BRS3	P1_I2_M12	0.8
VGLL1	P1_I2_M11	0.99
GABRE	P1_I2_M1	0.95
PCDH11X	P1_I2_M1	0.95
FGD1	P1_I2_M1	0.91
ITIH6	P1_I2_M1	0.99
ZDHHC15	P1_I2_M1	0.98
CENPI	P1_I2_M1	0.95
DRP2	P1_I2_M1	0.94
TAF7L	P1_I2_M2	0.99
TNFSF13B	P1_I2_M5	0.87
MLNR	P1_I2_M1	0.99
CDADC1	P1_I2_M1	0.87
ACP5	P1_I2_M23	0.89
FGF9	P1_I2_M1	0.91
SGCG	P1_I2_M19	0.92
SUPT20H	P1_I2_M2	0.95
FLT1	P1_I2_M11	0.98
DGKH	P1_I2_M1	0.94
KATNAL1	P1_I2_M2	0.81
INTS6	P1_I2_M2	0.95
ACOD1	P1_I2_M1	0.99
OLFM4	P1_I2_M10	0.92
MSLN	P1_I2_M18	0.91
CORO1A	P1_I2_M5	0.88
MT4	P1_I2_M1	0.91
CENPT	P1_I2_M1	0.88
TSNAXIP1	P1_I2_M2	0.93
CBLN1	P1_I2_M2	0.87
ARL2BP	P1_I2_M3	0.81
ZNF423	P1_I2_M1	0.8
CCL17	P1_I2_M1	0.87
CTCF	P1_I2_M3	0.82
ACD	P1_I2_M1	0.81
PARD6A	P1_I2_M1	0.86
ZNF821	P1_I2_M2	0.89
CYB5B	P1_I2_M20	0.9
CCDC113	P1_I2_M18	0.91
PRSS54	P1_I2_M2	0.99
NDRG4	P1_I2_M4	0.88
SETD6	P1_I2_M1	0.82
SLC38A7	P1_I2_M2	0.84
TANGO6	P1_I2_M1	0.9
SMPD3	P1_I2_M10	0.96
WDR59	P1_I2_M3	0.85
MLYCD	P1_I2_M1	0.99
NAGPA	P1_I2_M1	0.92
SEC14L5	P1_I2_M1	0.89
COTL1	P1_I2_M5	0.89
USP10	P1_I2_M3	0.85
ZNF500	P1_I2_M1	0.98
NOMO3	P1_I2_M1	0.99
MTHFSD	P1_I2_M3	0.83
HAGHL	P1_I2_M1	0.95
FAM173A	P1_I2_M1	0.87
METRN	P1_I2_M4	0.86
RHBDL1	P1_I2_M1	0.97
ZP2	P1_I2_M1	0.99
MEFV	P1_I2_M1	0.94
EEF2K	P1_I2_M9	0.85
PRSS33	P1_I2_M1	0.97
CORO7-PAM16	P1_I2_M1	0.99
XYLT1	P1_I2_M1	0.86
CCP110	P1_I2_M2	0.92
C16orf62	P1_I2_M3	0.92
RNF40	P1_I2_M3	0.85
AQP9	P1_I2_M6	0.93
IQCH	P1_I2_M1	0.84
CORO2B	P1_I2_M4	0.9
CSK	P1_I2_M5	0.89
HERC1	P1_I2_M7	0.89
MTFMT	P1_I2_M1	0.99
IGDCC4	P1_I2_M1	0.92
FAH	P1_I2_M6	0.84
RPAP1	P1_I2_M1	0.88
ZNF106	P1_I2_M8	0.83
CEP152	P1_I2_M1	0.87
OCA2	P1_I2_M1	0.96
FAM189A1	P1_I2_M1	0.99
SCG3	P1_I2_M4	0.97
RHOV	P1_I2_M9	0.81
VPS18	P1_I2_M1	0.8
OIP5	P1_I2_M2	0.92
BRF2	P1_I2_M1	0.83
TRIM35	P1_I2_M1	0.88
RP1	P1_I2_M1	0.88
FZD3	P1_I2_M1	0.85
RIPK2	P1_I2_M1	0.86
EYA1	P1_I2_M7	0.93
CALB1	P1_I2_M13	0.97
POP1	P1_I2_M1	0.98
PLAT	P1_I2_M7	0.92
JPH1	P1_I2_M8	0.97
DKK4	P1_I2_M1	0.97
GDAP1	P1_I2_M4	0.98
EIF3E	P1_I2_M15	0.93
IL7	P1_I2_M1	0.86
STMN2	P1_I2_M4	0.96
GML	P1_I2_M20	0.99
UBR5	P1_I2_M3	0.82
PYCRL	P1_I2_M1	0.99
EEF1D	P1_I2_M15	0.89
ANXA13	P1_I2_M10	0.82
ERI1	P1_I2_M1	0.88
NEFM	P1_I2_M4	0.96
ARHGEF10	P1_I2_M1	0.87
ADAM2	P1_I2_M2	0.96
FGL1	P1_I2_M6	0.98
MAN2B1	P1_I2_M5	0.8
TULP2	P1_I2_M2	0.96
GYS1	P1_I2_M8	0.9
MAP4K1	P1_I2_M5	0.94
CGB2	P1_I2_M1	0.99
NFKBIB	P1_I2_M1	0.9
LHB	P1_I2_M1	0.97
CGB3	P1_I2_M1	0.9
TUBB4A	P1_I2_M4	0.94
SARS2	P1_I2_M1	0.96
RELB	P1_I2_M5	0.86
CLASRP	P1_I2_M1	0.89
CKM	P1_I2_M8	0.97
PPP1R13L	P1_I2_M9	0.95
PEX11G	P1_I2_M1	0.91
ERCC2	P1_I2_M1	0.86
DOT1L	P1_I2_M2	0.96
PLEKHJ1	P1_I2_M10	0.85
SLC17A7	P1_I2_M4	0.96
KLC3	P1_I2_M9	0.98
CD37	P1_I2_M5	0.93
AMH	P1_I2_M1	0.99
DKKL1	P1_I2_M2	0.95
RETN	P1_I2_M14	0.98
FCER2	P1_I2_M5	0.93
RSPH6A	P1_I2_M2	0.91
TLE6	P1_I2_M1	0.94
NOVA2	P1_I2_M1	0.8
KIR3DX1	P1_I2_M1	0.99
LILRB1	P1_I2_M1	0.9
LILRA1	P1_I2_M1	0.99
IL27RA	P1_I2_M5	0.88
TNNT1	P1_I2_M8	0.96
VRK3	P1_I2_M2	0.91
C19orf44	P1_I2_M1	0.84
MED26	P1_I2_M2	0.96
RASAL3	P1_I2_M5	0.96
AKAP8	P1_I2_M1	0.87
EPHX3	P1_I2_M9	0.91
ZNF419	P1_I2_M1	0.82
CASP14	P1_I2_M9	0.95
SLC1A6	P1_I2_M2	0.89
AURKC	P1_I2_M2	0.99
POP4	P1_I2_M1	0.88
URI1	P1_I2_M3	0.84
RPS16	P1_I2_M15	0.94
LGALS13	P1_I2_M1	0.88
FBL	P1_I2_M15	0.92
CLC	P1_I2_M14	0.95
CNTD2	P1_I2_M1	0.99
EBI3	P1_I2_M11	0.98
SHD	P1_I2_M1	0.82
TBCB	P1_I2_M4	0.81
POLR2I	P1_I2_M1	0.86
OVOL3	P1_I2_M1	0.99
CLIP3	P1_I2_M4	0.93
ZFR2	P1_I2_M1	0.86
TJP3	P1_I2_M10	0.84
APLP1	P1_I2_M4	0.97
CACTIN	P1_I2_M1	0.85
BBC3	P1_I2_M1	0.97
MYH14	P1_I2_M10	0.81
SIGLEC8	P1_I2_M1	0.93
LIM2	P1_I2_M1	0.99
RPS19	P1_I2_M15	0.91
NKG7	P1_I2_M14	0.9
ICAM5	P1_I2_M1	0.84
CEACAM5	P1_I2_M21	0.95
CRX	P1_I2_M1	0.99
SULT2A1	P1_I2_M6	0.92
ATP1A3	P1_I2_M4	0.94
PTPRS	P1_I2_M4	0.83
CNFN	P1_I2_M17	0.98
ZNRF4	P1_I2_M2	0.98
GRIN2D	P1_I2_M1	0.99
SYNGR4	P1_I2_M2	0.97
CLEC11A	P1_I2_M14	0.95
CCDC114	P1_I2_M1	0.98
CARD8	P1_I2_M5	0.87
SIGLEC6	P1_I2_M11	0.99
ZNF175	P1_I2_M1	0.81
SIGLEC5	P1_I2_M1	0.88
CABP5	P1_I2_M1	0.99
HAS1	P1_I2_M1	0.91
RAB3D	P1_I2_M9	0.88
CAPS	P1_I2_M18	0.92
PLPPR2	P1_I2_M4	0.91
RASIP1	P1_I2_M1	0.81
THEG	P1_I2_M2	0.92
FGF21	P1_I2_M1	0.96
MIER2	P1_I2_M1	0.88
CACNG7	P1_I2_M4	0.97
LENG1	P1_I2_M1	0.99
TFPT	P1_I2_M1	0.93
JAK3	P1_I2_M5	0.94
RPL18A	P1_I2_M15	0.87
SLC5A5	P1_I2_M22	0.81
KCNN1	P1_I2_M1	0.85
RAB3A	P1_I2_M4	0.98
PDE4C	P1_I2_M1	0.92
ISYNA1	P1_I2_M2	0.82
ETV2	P1_I2_M1	0.98
ATP4A	P1_I2_M22	0.99
GAPDHS	P1_I2_M2	0.95
MAG	P1_I2_M4	0.97
TMEM59L	P1_I2_M4	0.97
HAMP	P1_I2_M6	0.99
SUGP1	P1_I2_M1	0.92
HPN	P1_I2_M6	0.85
ZNF14	P1_I2_M1	0.86
SCN1B	P1_I2_M8	0.94
PBX4	P1_I2_M1	0.99
ZNF574	P1_I2_M2	0.9
ETHE1	P1_I2_M21	0.97
CADM4	P1_I2_M4	0.93
SMG9	P1_I2_M2	0.93
RUNDC3B	P1_I2_M1	0.93
PMPCB	P1_I2_M3	0.84
DNAJC2	P1_I2_M2	0.9
TFPI2	P1_I2_M11	0.98
PON3	P1_I2_M6	0.98
DUS4L	P1_I2_M1	0.99
SP4	P1_I2_M1	0.84
WDR91	P1_I2_M1	0.84
DNAH11	P1_I2_M7	0.95
STEAP1B	P1_I2_M1	0.99
PTN	P1_I2_M7	0.92
MPP6	P1_I2_M2	0.83
ATP6V0A4	P1_I2_M13	0.88
ZC3HAV1	P1_I2_M14	0.83
NPVF	P1_I2_M1	0.99
TFEC	P1_I2_M5	0.84
RNF32	P1_I2_M2	0.98
WNT2	P1_I2_M11	0.96
HOXA1	P1_I2_M1	0.95
HOXA2	P1_I2_M1	0.95
HOXA3	P1_I2_M1	0.84
HOXA6	P1_I2_M1	0.91
BRAT1	P1_I2_M1	0.84
IQCE	P1_I2_M2	0.89
ANKRD7	P1_I2_M2	0.92
EVX1	P1_I2_M1	0.97
CHN2	P1_I2_M10	0.9
PLEKHA8	P1_I2_M1	0.93
STX1A	P1_I2_M4	0.98
CRHR2	P1_I2_M1	0.99
GHRHR	P1_I2_M1	0.99
NPTX2	P1_I2_M4	0.86
PTCD1	P1_I2_M1	0.98
CYP3A5	P1_I2_M10	0.86
PTPRZ1	P1_I2_M4	0.97
TAF6	P1_I2_M3	0.9
HYAL4	P1_I2_M1	0.98
SPAM1	P1_I2_M2	0.91
TFR2	P1_I2_M6	0.99
FSCN3	P1_I2_M2	0.98
PAX4	P1_I2_M1	0.99
FBXO24	P1_I2_M2	0.99
PPP1R17	P1_I2_M1	0.98
USP42	P1_I2_M1	0.8
AGFG2	P1_I2_M25	0.96
AP1S1	P1_I2_M4	0.91
MOGAT3	P1_I2_M10	0.93
C1GALT1	P1_I2_M7	0.83
CLDN15	P1_I2_M10	0.95
NOBOX	P1_I2_M1	0.99
MYL10	P1_I2_M1	0.99
CEP41	P1_I2_M2	0.96
MEST	P1_I2_M11	0.97
MEOX2	P1_I2_M11	0.93
ACTR3C	P1_I2_M7	0.94
POU6F2	P1_I2_M1	0.99
RARRES2	P1_I2_M20	0.81
GIMAP2	P1_I2_M5	0.93
TMEM248	P1_I2_M3	0.88
AEBP1	P1_I2_M16	0.85
MYL7	P1_I2_M19	0.94
GCK	P1_I2_M1	0.99
TBL2	P1_I2_M2	0.98
GALNTL5	P1_I2_M1	0.97
CLIP2	P1_I2_M4	0.93
SPATA6L	P1_I2_M1	0.98
LHX2	P1_I2_M4	0.95
FKTN	P1_I2_M1	0.85
FSD1L	P1_I2_M1	0.84
CNTNAP3	P1_I2_M1	0.94
C5	P1_I2_M6	1.0
TLE4	P1_I2_M2	0.91
LHX6	P1_I2_M1	0.96
AMBP	P1_I2_M6	0.99
AKNA	P1_I2_M5	0.9
TNFSF8	P1_I2_M5	0.9
DNM1	P1_I2_M4	0.97
RLN2	P1_I2_M1	0.95
DOCK8	P1_I2_M5	0.96
ELAVL2	P1_I2_M2	0.92
KCNT1	P1_I2_M1	0.92
CA9	P1_I2_M22	0.92
FUBP3	P1_I2_M3	0.89
TYRP1	P1_I2_M9	0.94
RGP1	P1_I2_M7	0.82
LHX3	P1_I2_M1	0.99
APBA1	P1_I2_M1	0.85
SH3GL2	P1_I2_M4	0.98
ABCA2	P1_I2_M4	0.98
CCNJ	P1_I2_M1	0.94
RASSF4	P1_I2_M4	0.8
PKD2L1	P1_I2_M1	0.95
CUBN	P1_I2_M13	0.94
TRDMT1	P1_I2_M1	0.94
DDX50	P1_I2_M3	0.93
SEC23IP	P1_I2_M3	0.85
ATE1	P1_I2_M3	0.84
ACTA2	P1_I2_M16	0.88
TWNK	P1_I2_M1	0.93
FBXW4	P1_I2_M7	0.87
TNKS2	P1_I2_M3	0.82
PITX3	P1_I2_M1	0.97
GBF1	P1_I2_M7	0.82
ARHGAP21	P1_I2_M4	0.82
FBXL15	P1_I2_M1	0.85
ANKRD26	P1_I2_M1	0.95
LHPP	P1_I2_M4	0.82
GTPBP4	P1_I2_M2	0.83
PITRM1	P1_I2_M3	0.85
MAP3K8	P1_I2_M14	0.91
EBF3	P1_I2_M1	0.88
SORCS1	P1_I2_M1	0.84
FAM208B	P1_I2_M3	0.85
SHOC2	P1_I2_M3	0.88
CCNY	P1_I2_M2	0.84
CRYBA1	P1_I2_M1	0.99
RPL19	P1_I2_M15	0.97
FBXL20	P1_I2_M1	0.85
RUNDC3A	P1_I2_M4	0.99
CASC3	P1_I2_M3	0.89
RAPGEFL1	P1_I2_M9	0.91
RGS9	P1_I2_M1	0.96
WNT3	P1_I2_M1	0.95
TRIM37	P1_I2_M2	0.88
DHX40	P1_I2_M3	0.88
KRT37	P1_I2_M1	0.99
TUBD1	P1_I2_M1	0.86
INTS2	P1_I2_M1	0.92
ENO3	P1_I2_M8	0.97
RNF167	P1_I2_M3	0.84
SLC25A11	P1_I2_M19	0.82
NUP88	P1_I2_M2	0.91
BLMH	P1_I2_M9	0.91
GOSR1	P1_I2_M3	0.93
FTSJ3	P1_I2_M3	0.89
AKAP10	P1_I2_M3	0.92
ALDH3A1	P1_I2_M17	0.89
CYTH1	P1_I2_M5	0.84
PSMD11	P1_I2_M3	0.82
ASIC2	P1_I2_M1	0.95
CCL1	P1_I2_M1	0.99
PEX12	P1_I2_M1	0.81
KRT32	P1_I2_M1	0.96
KAT2A	P1_I2_M1	0.88
HSD17B1	P1_I2_M11	0.98
CNTNAP1	P1_I2_M4	0.84
ABI3	P1_I2_M5	0.88
DLX4	P1_I2_M1	0.98
SGCA	P1_I2_M8	0.94
PTGES3L-AARSD1	P1_I2_M1	0.96
ALOX12	P1_I2_M17	0.87
CACNG1	P1_I2_M8	0.98
SLC16A6	P1_I2_M12	0.83
EFNB3	P1_I2_M4	0.91
FAM20A	P1_I2_M1	0.88
MMD	P1_I2_M4	0.86
RCVRN	P1_I2_M1	0.99
MYH1	P1_I2_M8	0.96
TMEM104	P1_I2_M1	0.91
VTN	P1_I2_M6	0.99
FOXN1	P1_I2_M9	0.9
ALDOC	P1_I2_M4	0.95
SUPT6H	P1_I2_M3	0.85
PHOX2B	P1_I2_M1	0.94
GABRA4	P1_I2_M1	0.91
GNRHR	P1_I2_M1	0.99
UGT2B10	P1_I2_M6	1.0
USP46	P1_I2_M4	0.84
SULT1E1	P1_I2_M10	0.84
ODAM	P1_I2_M25	0.98
CHIC2	P1_I2_M2	0.86
NMU	P1_I2_M9	0.87
PF4V1	P1_I2_M1	0.97
AREG	P1_I2_M11	0.94
MAPK10	P1_I2_M4	0.87
ELF2	P1_I2_M3	0.82
NDUFC1	P1_I2_M8	0.92
UCP1	P1_I2_M1	0.98
KLHL2	P1_I2_M4	0.92
IL2	P1_I2_M1	0.99
CPE	P1_I2_M4	0.87
RPL34	P1_I2_M15	0.93
ANXA10	P1_I2_M22	0.99
FRG1	P1_I2_M1	0.88
DHX15	P1_I2_M3	0.82
NEIL3	P1_I2_M1	0.97
CLNK	P1_I2_M1	0.97
NKX3-2	P1_I2_M1	0.98
BST1	P1_I2_M14	0.85
LRP2BP	P1_I2_M1	0.85
DDX25	P1_I2_M2	0.95
CRYAB	P1_I2_M19	0.91
DBX1	P1_I2_M1	0.99
CCDC34	P1_I2_M2	0.98
ELP4	P1_I2_M1	0.84
ZPR1	P1_I2_M2	0.81
TECTA	P1_I2_M1	0.99
CRTAM	P1_I2_M1	0.93
C11orf63	P1_I2_M2	0.98
B3GAT1	P1_I2_M4	0.99
P2RX3	P1_I2_M1	0.98
DNAJC4	P1_I2_M2	0.83
LPXN	P1_I2_M5	0.85
ATG2A	P1_I2_M14	0.86
KMT5B	P1_I2_M3	0.92
PPP6R3	P1_I2_M3	0.9
NRXN2	P1_I2_M4	0.99
CCND1	P1_I2_M7	0.85
CCDC86	P1_I2_M7	0.95
HPX	P1_I2_M6	0.99
FOLR3	P1_I2_M14	0.95
APOA5	P1_I2_M6	1.0
APOA4	P1_I2_M10	0.92
APOC3	P1_I2_M6	0.98
CEP164	P1_I2_M2	0.89
CEP126	P1_I2_M1	0.86
IL10RA	P1_I2_M5	0.93
BIRC2	P1_I2_M3	0.82
UBE4A	P1_I2_M3	0.91
DDX6	P1_I2_M3	0.85
NECTIN1	P1_I2_M9	0.86
KIAA1549L	P1_I2_M7	0.95
FBXO3	P1_I2_M7	0.8
SLC1A2	P1_I2_M4	0.97
CD5	P1_I2_M5	0.94
MADD	P1_I2_M4	0.88
SLC22A18	P1_I2_M10	0.93
